,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Noise Power,Noise,Difference Temperature,Rotation per torque,Torque per Rotation,Tool wear per Rotation,Tool wear per torque,Tool wear per power
145,146,L47325,L,298.5,308.4,1513,33.6,172,0,No Failure,5323.62,2463.62,4.949999999999989,45.029761904761905,0.022207534699272967,0.11368142762723067,5.119047619047619,0.032308842479365545
146,147,H29560,H,298.5,308.4,1612,36.1,174,0,No Failure,6093.98,3233.98,4.949999999999989,44.65373961218837,0.022394540942928042,0.10794044665012408,4.81994459833795,0.028552768469866985
147,148,L47327,L,298.4,308.4,1515,40.1,179,0,No Failure,6361.88,3501.88,5.0,37.780548628428924,0.02646864686468647,0.11815181518151815,4.4638403990024935,0.028136337057599325
148,149,M15008,M,298.3,308.3,1379,48.0,181,0,No Failure,6931.61,4071.61,5.0,28.729166666666668,0.03480783176214648,0.1312545322697607,3.7708333333333335,0.02611225963376474
149,150,L47329,L,298.4,308.3,1473,39.9,184,0,No Failure,6154.66,3294.66,4.950000000000017,36.91729323308271,0.027087576374745417,0.12491513917175831,4.611528822055138,0.02989604624788372
150,151,L47330,L,298.4,308.3,1422,42.7,186,0,No Failure,6358.52,3498.52,4.950000000000017,33.30210772833723,0.030028129395218005,0.1308016877637131,4.355971896955503,0.029252090109019076
151,152,M15011,M,298.4,308.2,1463,37.6,188,0,No Failure,5760.51,2900.51,4.900000000000006,38.909574468085104,0.025700615174299387,0.12850307587149692,5.0,0.03263599924312257
152,153,M15012,M,298.4,308.2,1584,41.0,191,0,No Failure,6800.92,3940.92,4.900000000000006,38.63414634146341,0.025883838383838384,0.12058080808080808,4.658536585365853,0.02808443563517877
153,154,L47333,L,298.4,308.2,1850,27.0,194,0,No Failure,5230.75,2370.75,4.900000000000006,68.51851851851852,0.014594594594594595,0.10486486486486486,7.185185185185185,0.03708837164842518
154,155,L47334,L,298.4,308.2,1528,36.2,196,0,No Failure,5792.43,2932.43,4.900000000000006,42.209944751381215,0.023691099476439794,0.12827225130890052,5.414364640883978,0.03383726691561227
155,156,H29569,H,298.4,308.2,1987,19.8,198,0,No Failure,4119.95,1259.95,4.900000000000006,100.35353535353535,0.00996477101157524,0.0996477101157524,10.0,0.04805883566548138
156,157,M15016,M,298.4,308.1,1495,46.0,203,0,No Failure,7201.58,4341.58,4.850000000000023,32.5,0.03076923076923077,0.13578595317725753,4.413043478260869,0.02818825868767687
157,158,H29571,H,298.4,308.2,1478,43.5,206,0,No Failure,6732.75,3872.75,4.900000000000006,33.97701149425287,0.02943166441136671,0.13937753721244925,4.735632183908046,0.03059671011102447
158,159,M15018,M,298.4,308.2,1499,40.0,211,0,No Failure,6279.0,3419.0,4.900000000000006,37.475,0.0266844563042028,0.14076050700466977,5.275,0.03360407708233795
159,160,L47339,L,298.4,308.2,1471,47.0,214,0,No Failure,7240.01,4380.01,4.900000000000006,31.29787234042553,0.03195105370496261,0.14547926580557444,4.553191489361702,0.02955797022379803
160,161,L47340,L,298.4,308.2,1282,60.7,216,1,Overstrain Failure,8149.02,5289.02,4.900000000000006,21.12026359143328,0.04734789391575663,0.1684867394695788,3.558484349258649,0.026506254739833746
161,162,L47341,L,298.3,308.1,1412,52.3,218,1,Overstrain Failure,7733.3,4873.3,4.900000000000006,26.9980879541109,0.03703966005665722,0.15439093484419264,4.168260038240918,0.028189776680071898
162,163,L47342,L,298.3,308.1,1586,35.5,0,0,No Failure,5896.04,3036.04,4.900000000000006,44.67605633802817,0.022383354350567465,0.0,0.0,0.0
163,164,M15023,M,298.4,308.2,1468,43.8,2,0,No Failure,6733.31,3873.31,4.900000000000006,33.51598173515982,0.029836512261580378,0.0013623978201634877,0.04566210045662101,0.0002970307322847158
164,165,M15024,M,298.5,308.3,1440,43.6,5,0,No Failure,6574.73,3714.73,4.900000000000006,33.027522935779814,0.03027777777777778,0.003472222222222222,0.1146788990825688,0.0007604875029088647
165,166,L47345,L,298.5,308.4,1733,26.0,8,0,No Failure,4718.46,1858.46,4.949999999999989,66.65384615384616,0.015002885170225043,0.004616272360069244,0.3076923076923077,0.0016954684367357145
166,167,H29580,H,298.4,308.2,1612,32.6,10,0,No Failure,5503.15,2643.15,4.900000000000006,49.4478527607362,0.02022332506203474,0.00620347394540943,0.3067484662576687,0.0018171410919200822
167,168,H29581,H,298.4,308.3,1458,42.9,15,0,No Failure,6550.03,3690.03,4.950000000000017,33.98601398601399,0.0294238683127572,0.0102880658436214,0.34965034965034963,0.002290065847026655
168,169,L47348,L,298.4,308.3,1433,62.3,20,1,Power Failure,9348.95,6488.95,4.950000000000017,23.0016051364366,0.043475226796929514,0.013956734124214934,0.32102728731942215,0.0021392776728937474
169,170,L47349,L,298.4,308.3,1318,59.1,22,0,No Failure,8157.02,5297.02,4.950000000000017,22.301184433164128,0.04484066767830046,0.01669195751138088,0.3722504230118443,0.0026970633883452535
170,171,M15030,M,298.4,308.2,1610,35.0,24,0,No Failure,5900.96,3040.96,4.900000000000006,46.0,0.021739130434782608,0.014906832298136646,0.6857142857142857,0.004067134839077032
171,172,L47351,L,298.2,308.1,1462,50.8,27,0,No Failure,7777.49,4917.49,4.950000000000017,28.77952755905512,0.0347469220246238,0.018467852257181942,0.531496062992126,0.003471557019038276
172,173,M15032,M,298.1,308.0,1924,20.8,29,0,No Failure,4190.8,1330.8,4.949999999999989,92.5,0.010810810810810811,0.015072765072765074,1.3942307692307692,0.006919919824377207
173,174,M15033,M,298.2,308.0,1591,33.7,32,0,No Failure,5614.73,2754.73,4.900000000000006,47.2106824925816,0.021181646763042114,0.02011313639220616,0.9495548961424332,0.0056992945341984395
174,175,L47354,L,298.2,308.1,1306,58.3,35,0,No Failure,7973.34,5113.34,4.950000000000017,22.40137221269297,0.04464012251148545,0.02679938744257274,0.6003430531732419,0.004389628436765521
175,176,L47355,L,298.2,308.1,1382,43.5,37,0,No Failure,6295.44,3435.44,4.950000000000017,31.770114942528735,0.03147612156295224,0.026772793053545588,0.8505747126436781,0.005877269896941278
176,177,L47356,L,298.2,308.1,1618,34.7,39,0,No Failure,5879.45,3019.45,4.950000000000017,46.62824207492795,0.021446229913473426,0.024103831891223733,1.1239193083573487,0.006633273520482358
177,178,L47357,L,298.2,308.2,1988,21.4,41,0,No Failure,4455.11,1595.11,5.0,92.89719626168225,0.010764587525150904,0.02062374245472837,1.9158878504672898,0.00920291530399923
178,179,L47358,L,298.2,308.2,1436,50.2,43,0,No Failure,7548.95,4688.95,5.0,28.605577689243027,0.03495821727019499,0.029944289693593314,0.8565737051792828,0.005696156419104644
179,180,L47359,L,298.2,308.3,1304,49.8,45,0,No Failure,6800.42,3940.42,5.050000000000011,26.184738955823295,0.03819018404907975,0.03450920245398773,0.9036144578313253,0.006617238347043271
180,181,L47360,L,298.2,308.3,1475,49.9,47,0,No Failure,7707.64,4847.64,5.050000000000011,29.559118236472948,0.03383050847457627,0.031864406779661014,0.9418837675350702,0.006097845773803654
181,182,H29595,H,298.2,308.3,1824,24.2,49,0,No Failure,4622.41,1762.41,5.050000000000011,75.37190082644628,0.013267543859649122,0.0268640350877193,2.024793388429752,0.010600530891894056
182,183,M15042,M,298.1,308.2,1342,48.1,54,0,No Failure,6759.68,3899.68,5.049999999999983,27.9002079002079,0.03584202682563339,0.040238450074515646,1.1226611226611227,0.007988543836394623
183,184,L47363,L,298.1,308.2,1485,40.7,57,0,No Failure,6329.21,3469.21,5.049999999999983,36.486486486486484,0.027407407407407408,0.03838383838383838,1.4004914004914004,0.009005863290995243
184,185,L47364,L,298.2,308.2,1667,30.6,59,0,No Failure,5341.78,2481.78,5.0,54.47712418300653,0.01835632873425315,0.03539292141571686,1.9281045751633985,0.011045007469420305
185,186,L47365,L,298.2,308.2,1446,38.2,61,0,No Failure,5784.43,2924.43,5.0,37.853403141361255,0.02641770401106501,0.042185338865836794,1.5968586387434553,0.010545550728420951
186,187,L47366,L,298.1,308.3,1301,56.0,63,0,No Failure,7629.46,4769.46,5.099999999999994,23.232142857142858,0.04304381245196003,0.04842428900845504,1.125,0.008257465141700723
187,188,L47367,L,298.2,308.4,1379,43.1,65,0,No Failure,6224.01,3364.01,5.099999999999994,31.995359628770302,0.031254532269760694,0.04713560551124003,1.5081206496519721,0.010443427950790568
188,189,L47368,L,298.3,308.5,1606,33.6,67,0,No Failure,5650.85,2790.85,5.099999999999994,47.797619047619044,0.020921544209215444,0.041718555417185554,1.994047619047619,0.011856623339851526
189,190,M15049,M,298.3,308.4,1539,43.4,69,0,No Failure,6994.5,4134.5,5.049999999999983,35.46082949308756,0.02820012995451592,0.04483430799220273,1.5898617511520738,0.009864893845164058
190,191,L47370,L,298.2,308.4,1477,49.9,72,0,No Failure,7718.09,4858.09,5.099999999999994,29.59919839679359,0.03378469871360867,0.04874746106973595,1.4428857715430863,0.00932873288598604
191,192,L47371,L,298.2,308.4,1666,34.6,74,0,No Failure,6036.42,3176.42,5.099999999999994,48.15028901734104,0.020768307322929173,0.04441776710684274,2.138728323699422,0.012258921678743361
192,193,H29606,H,298.2,308.4,1398,51.8,76,0,No Failure,7583.43,4723.43,5.099999999999994,26.98841698841699,0.037052932761087266,0.05436337625178827,1.4671814671814674,0.010021850270919622
193,194,H29607,H,298.2,308.4,1678,34.6,81,0,No Failure,6079.9,3219.9,5.099999999999994,48.49710982658959,0.02061978545887962,0.048271752085816445,2.3410404624277454,0.013322587542558266
194,195,M15054,M,298.2,308.5,2678,10.7,86,1,Power Failure,3000.7,140.7,5.150000000000006,250.2803738317757,0.003995519044062733,0.03211351755041075,8.037383177570094,0.028659979338154434
195,196,L47375,L,298.3,308.5,1453,42.9,89,0,No Failure,6527.57,3667.57,5.099999999999994,33.86946386946387,0.029525120440467997,0.06125258086717137,2.0745920745920747,0.013634476535678668
196,197,H29610,H,298.3,308.6,1432,49.5,91,0,No Failure,7422.96,4562.96,5.150000000000006,28.92929292929293,0.03456703910614525,0.06354748603351955,1.8383838383838385,0.012259260456745018
197,198,M15057,M,298.4,308.6,1527,40.9,96,0,No Failure,6540.2,3680.2,5.100000000000023,37.334963325183374,0.026784544859201048,0.06286836935166994,2.34718826405868,0.014678450200299686
198,199,L47378,L,298.4,308.7,1588,35.0,99,0,No Failure,5820.32,2960.32,5.150000000000006,45.371428571428574,0.02204030226700252,0.06234256926952141,2.8285714285714287,0.017009374055034776
199,200,L47379,L,298.4,308.6,1433,47.1,101,0,No Failure,7067.99,4207.99,5.100000000000023,30.424628450106155,0.03286810886252617,0.07048150732728542,2.1443736730360934,0.014289776867256462
200,201,L47380,L,298.4,308.6,1609,35.0,103,0,No Failure,5897.29,3037.29,5.100000000000023,45.97142857142857,0.02175264139216905,0.06401491609695463,2.942857142857143,0.01746564947628487
201,202,L47381,L,298.3,308.5,1575,41.2,105,0,No Failure,6795.26,3935.26,5.099999999999994,38.228155339805824,0.02615873015873016,0.06666666666666667,2.5485436893203883,0.015451947386854955
202,203,M15062,M,298.4,308.5,1636,35.7,107,0,No Failure,6116.18,3256.18,5.050000000000011,45.82633053221288,0.02182151589242054,0.06540342298288508,2.9971988795518203,0.017494579950230373
203,204,L47383,L,298.4,308.5,1490,37.9,110,0,No Failure,5913.63,3053.63,5.050000000000011,39.31398416886544,0.025436241610738253,0.0738255033557047,2.9023746701846966,0.01860109611186361
204,205,L47384,L,298.4,308.5,1741,32.8,112,0,No Failure,5980.0,3120.0,5.050000000000011,53.07926829268293,0.01883974727168294,0.064330844342332,3.414634146341464,0.018729096989966554
205,206,M15065,M,298.5,308.6,1344,53.0,114,0,No Failure,7459.4,4599.4,5.050000000000011,25.358490566037737,0.03943452380952381,0.08482142857142858,2.150943396226415,0.015282730514518594
206,207,L47386,L,298.5,308.7,1609,35.3,117,0,No Failure,5947.84,3087.84,5.099999999999994,45.58073654390935,0.021939092604101925,0.07271597265382225,3.314447592067989,0.01967100661752838
207,208,M15067,M,298.4,308.7,1421,60.7,119,1,Power Failure,9032.57,6172.57,5.150000000000006,23.410214168039538,0.04271639690358903,0.08374384236453201,1.9604612850082372,0.013174545007677771
208,209,L47388,L,298.4,308.6,1591,36.7,122,0,No Failure,6114.56,3254.56,5.100000000000023,43.35149863760218,0.023067253299811442,0.07668133249528598,3.32425068119891,0.019952375968180867
209,210,L47389,L,298.4,308.6,1477,44.0,124,0,No Failure,6805.53,3945.53,5.100000000000023,33.56818181818182,0.02979011509817197,0.08395396073121192,2.8181818181818183,0.01822047658301411
210,211,L47390,L,298.4,308.7,1523,36.1,126,0,No Failure,5757.52,2897.52,5.150000000000006,42.18836565096953,0.023703217334208798,0.08273145108338804,3.490304709141274,0.021884422459670132
211,212,L47391,L,298.5,308.7,1575,33.9,128,0,No Failure,5591.25,2731.25,5.099999999999994,46.46017699115045,0.02152380952380952,0.08126984126984127,3.775811209439528,0.022892913033758105
212,213,H29626,H,298.4,308.7,1344,52.9,130,0,No Failure,7445.32,4585.32,5.150000000000006,25.406427221172024,0.03936011904761905,0.09672619047619048,2.4574669187145557,0.01746063298823959
213,214,L47393,L,298.4,308.7,1386,44.9,135,0,No Failure,6516.86,3656.86,5.150000000000006,30.868596881959913,0.032395382395382394,0.09740259740259741,3.0066815144766146,0.020715497954536387
214,215,M15074,M,298.3,308.6,1589,37.1,137,0,No Failure,6173.43,3313.43,5.150000000000006,42.83018867924528,0.023348017621145377,0.08621774701069855,3.6927223719676547,0.022191877125034218
215,216,L47395,L,298.3,308.6,1548,40.3,140,0,No Failure,6532.88,3672.88,5.150000000000006,38.411910669975185,0.026033591731266147,0.09043927648578812,3.4739454094292808,0.021430058412216357
216,217,L47396,L,298.3,308.6,1499,38.3,142,0,No Failure,6012.14,3152.14,5.150000000000006,39.13838120104439,0.025550366911274183,0.09472981987991995,3.70757180156658,0.023618877803910088
217,218,L47397,L,298.3,308.5,1664,31.6,144,0,No Failure,5506.42,2646.42,5.099999999999994,52.65822784810126,0.018990384615384617,0.08653846153846154,4.556962025316455,0.02615129249131014
218,219,L47398,L,298.3,308.6,1447,38.1,146,0,No Failure,5773.27,2913.27,5.150000000000006,37.979002624671914,0.026330338631651694,0.10089841050449205,3.832020997375328,0.02528896102208973
219,220,M15079,M,298.3,308.5,1434,46.2,148,0,No Failure,6937.77,4077.77,5.099999999999994,31.038961038961038,0.03221757322175733,0.10320781032078104,3.2034632034632033,0.021332503095375027
220,221,L47400,L,298.3,308.5,1416,52.7,151,0,No Failure,7814.52,4954.52,5.099999999999994,26.86907020872865,0.03721751412429379,0.10663841807909605,2.8652751423149905,0.019323003844126063
221,222,H29635,H,298.4,308.5,1827,24.3,153,0,No Failure,4649.15,1789.15,5.050000000000011,75.18518518518518,0.013300492610837438,0.08374384236453201,6.296296296296296,0.03290924147424798
222,223,L47402,L,298.4,308.6,1304,45.0,158,0,No Failure,6144.96,3284.96,5.100000000000023,28.977777777777778,0.03450920245398773,0.12116564417177914,3.511111111111111,0.025712128313284382
223,224,L47403,L,298.4,308.6,1569,34.4,160,0,No Failure,5652.1,2792.1,5.100000000000023,45.61046511627907,0.021924792861695346,0.10197578075207138,4.651162790697675,0.028308062490047945
224,225,L47404,L,298.3,308.6,1584,29.3,162,0,No Failure,4860.17,2000.17,5.150000000000006,54.06143344709898,0.01849747474747475,0.10227272727272728,5.5290102389078495,0.033332167393321635
225,226,L47405,L,298.3,308.5,1362,53.8,164,0,No Failure,7673.4,4813.4,5.099999999999994,25.315985130111525,0.0395007342143906,0.12041116005873716,3.0483271375464684,0.021372533687804625
226,227,L47406,L,298.3,308.4,1329,49.2,166,0,No Failure,6847.29,3987.29,5.049999999999983,27.01219512195122,0.03702031602708804,0.12490594431903687,3.373983739837398,0.024243167734972523
227,228,L47407,L,298.3,308.5,1539,36.1,168,0,No Failure,5818.01,2958.01,5.099999999999994,42.63157894736842,0.02345679012345679,0.10916179337231968,4.653739612188366,0.028875852740026228
228,229,M15088,M,298.3,308.5,1629,37.1,170,0,No Failure,6328.83,3468.83,5.099999999999994,43.908355795148246,0.022774708410067526,0.1043585021485574,4.582210242587601,0.026861204993656015
229,230,L47409,L,298.3,308.5,1538,32.2,173,0,No Failure,5186.1,2326.1,5.099999999999994,47.763975155279496,0.02093628088426528,0.11248374512353707,5.3726708074534155,0.033358400339368696
230,231,L47410,L,298.3,308.6,1570,34.8,175,0,No Failure,5721.47,2861.47,5.150000000000006,45.11494252873564,0.0221656050955414,0.11146496815286625,5.028735632183908,0.030586545066215498
231,232,L47411,L,298.3,308.4,1408,43.1,177,0,No Failure,6354.9,3494.9,5.049999999999983,32.66821345707657,0.030610795454545457,0.12571022727272727,4.106728538283063,0.027852523249775767
232,233,L47412,L,298.2,308.4,1424,47.6,179,0,No Failure,7098.16,4238.16,5.099999999999994,29.915966386554622,0.03342696629213483,0.12570224719101122,3.7605042016806722,0.02521780292357456
233,234,L47413,L,298.2,308.4,1512,34.9,181,0,No Failure,5525.94,2665.94,5.099999999999994,43.32378223495702,0.023082010582010582,0.11970899470899471,5.186246418338109,0.03275460826574302
234,235,L47414,L,298.2,308.4,1478,42.9,183,0,No Failure,6639.88,3779.88,5.099999999999994,34.452214452214456,0.02902571041948579,0.12381596752368065,4.265734265734266,0.027560739049500894
235,236,M15095,M,298.1,308.3,1680,33.7,185,0,No Failure,5928.81,3068.81,5.099999999999994,49.85163204747774,0.020059523809523812,0.11011904761904762,5.489614243323442,0.031203563615632816
236,237,L47416,L,298.1,308.3,1495,38.7,188,0,No Failure,6058.72,3198.72,5.099999999999994,38.63049095607235,0.025886287625418062,0.12575250836120402,4.857881136950904,0.03102965642908073
237,238,M15097,M,298.0,308.1,1552,36.6,190,0,No Failure,5948.42,3088.42,5.050000000000011,42.404371584699454,0.023582474226804123,0.12242268041237113,5.191256830601093,0.03194125498871969
238,239,L47418,L,297.9,308.1,1393,50.3,193,0,No Failure,7337.49,4477.49,5.100000000000023,27.693836978131213,0.03610911701363963,0.13854989231873654,3.836978131212724,0.02630327264500531
239,240,L47419,L,298.0,308.2,1611,30.6,195,0,No Failure,5162.33,2302.33,5.099999999999994,52.647058823529406,0.01899441340782123,0.12104283054003724,6.372549019607843,0.03777364097219666
240,241,M15100,M,298.0,308.1,1339,51.6,197,0,No Failure,7235.34,4375.34,5.050000000000011,25.949612403100776,0.038536221060492905,0.14712471994025392,3.8178294573643408,0.02722746961442033
241,242,L47421,L,298.0,308.1,1777,24.3,200,0,No Failure,4521.91,1661.91,5.050000000000011,73.1275720164609,0.013674732695554305,0.11254924029262803,8.23045267489712,0.04422909788120507
242,243,L47422,L,298.0,308.2,1348,58.8,202,1,Overstrain Failure,8300.34,5440.34,5.099999999999994,22.925170068027214,0.04362017804154302,0.14985163204747776,3.435374149659864,0.024336352486765602
243,244,L47423,L,298.0,308.2,1442,44.1,204,0,No Failure,6659.36,3799.36,5.099999999999994,32.698412698412696,0.03058252427184466,0.14147018030513175,4.625850340136054,0.030633574397539706
244,245,M15104,M,298.0,308.2,1395,49.1,206,0,No Failure,7172.73,4312.73,5.099999999999994,28.41140529531568,0.03519713261648746,0.14767025089605734,4.195519348268839,0.028719887685720782
